Source_ID,Station_ID,Latitude,Longitude,Elevation,Station_Name,Station_State,Station_FIPS,Country,Data_Policy,WMO_ID
221,AFWA-230661,69.7500000,84.4170000,25.00, "UST-PORT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-231030,68.9330000,53.7670000,11.00, "HODOVARIHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-231040,68.4830000,51.2500000,5.00, "SENGEJSKI STRAIT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-231090,68.2500000,54.5170000,24.00, "NDSOVAJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-231791,68.2000000,90.0330000,91.00, "TAJMUR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-232150,67.4330000,58.0330000,71.00, "HOREJ-VER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233110,66.9500000,55.7670000,61.00, "MISVAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233310,66.9000000,65.6670000,890.00, "RA-IZ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233320,66.7500000,67.7500000,31.00, "SANGOMNOY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233330,66.8000000,68.8830000,32.00, "JAMBUR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233410,66.8330000,70.8330000,8.00, "JAR-SALE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233650,66.6000000,82.5000000,34.00, "SIDOROVSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-233750,66.4170000,87.2000000,27.00, "KUREJKA RIVER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-234110,65.9500000,55.1500000,72.00, "MUNTNIY MATERIK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-234160,65.6330000,59.1500000,89.00, "KOSJU RIVER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-234711,65.8670000,86.2170000,58.00, "UST-BAJHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-234751,65.1670000,87.9170000,27.00, "SUKHAYA TUNGUSKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-234840,65.6330000,90.0170000,65.00, "BOLSOJ POROG" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-235010,64.7830000,51.0670000,167.00, "LEVKINSKAJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-235090,64.2330000,53.5000000,60.00, "KEDVA RIVER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-235140,64.4500000,55.1330000,157.00, "IRAEL" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-235851,64.3830000,93.1170000,88.00, "KOCHUMDEK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236090,63.0500000,54.4670000,112.00, "IZVAJIL" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236120,63.8330000,57.4170000,97.00, "VUKTYL" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236290,63.2000000,64.4830000,28.00, "IGRIM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236320,63.7170000,66.7000000,61.00, "KISLOR WEST" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236321,63.7000000,67.2330000,27.00, "KAZYM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-236910,63.8330000,96.6500000,105.00, "UCAMI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-237090,62.2000000,54.2000000,154.00, "POMOZDINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-237481,62.1500000,73.6000000,68.00, "RUSSKINSKAJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238061,61.6330000,54.8830000,138.00, "UST-NEM-IN-KOMI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238070,61.0830000,50.1670000,134.00, "VIZINGA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238130,61.8000000,57.9170000,174.00, "UST-UNJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238290,61.3330000,63.4830000,116.00, "SOVETSKI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238381,61.0500000,68.6330000,28.00, "BELOGOR'YE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238410,61.7000000,70.6670000,46.00, "GORSKOVA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-238480,61.1000000,72.7500000,27.00, "NEFTEJUGANSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-239040,60.3330000,51.5500000,126.00, "KAZIM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-239190,60.1330000,59.8170000,229.00, "POKROVSK-URAL'SKIY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-239230,60.8670000,64.9000000,81.00, "SUPRA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-239530,60.9500000,78.7830000,56.00, "LOBCINSKIJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-240520,69.7500000,128.2000000,315.00, "SAHANJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-241050,68.4670000,102.3670000,271.00, "ESSEJ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-247180,62.1000000,108.2330000,272.00, "HAMAKAR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-248991,61.0830000,149.5000000,566.00, "UST-OMCUG" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-250770,69.2170000,179.3670000,7.00, "CAPE KJANGTOKJNMANK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-251500,68.9000000,170.6670000,6.00, "CAUNSKAJA BAY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-253791,66.1830000,-179.0170000,4.00, "OLOVYANNAYA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-256210,64.0000000,158.9170000,683.00, "KEDON" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-256560,63.4170000,172.7170000,200.00, "BEREZOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-259020,60.8500000,151.7670000,901.00, "ATKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-259111,59.6170000,150.9170000,44.00, "MAGADAN (OLD APRT)" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-259161,59.6170000,154.1670000,5.00, "JAMSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-260600,59.9170000,29.7670000,2.00, "LOMONOSOV" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-260660,59.7330000,30.4170000,63.00, "PUSKIN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-260801,59.5330000,32.3830000,34.00, "MOTOKHOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-261251,58.9500000,23.5330000,1.00, "HAAPSALU" ,"  ",BO," ","WMO Resolution 40","     ",
221,AFWA-261591,58.5830000,28.9170000,71.00, "LJADI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-261840,58.8500000,32.2330000,61.00, "MALAYA VISHERA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-262890,57.9670000,33.2330000,219.00, "VALDAJ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-263101,57.1670000,22.4670000,70.00, "STENDE" ,"  ",LG," ","WMO Resolution 40","     ",
221,AFWA-264471,56.7833333,27.7333333,120.00, "KARSAVA" ,"  ",LG," ","WMO Resolution 40","     ",
221,AFWA-264980,56.2670000,34.3170000,196.00, "RZEV" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-265950,55.8330000,34.2830000,200.00, "SYCHEVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-270711,60.0000000,45.8170000,152.00, "KICHMENGSKIY GOROD." ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-272170,57.8000000,36.7000000,147.00, "BEZECK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-273911,57.6000000,48.9670000,107.00, "SOVETSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-274551,56.6500000,43.0500000,112.00, "PUREKH" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-274631,56.8500000,45.4500000,86.00, "VOSKRESENSKOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-274931,56.7830000,49.6170000,140.00, "NARTAS" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-275195,55.6500000,39.5670000,131.00, "RYZAN/DYAGILEVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-275243,55.8330000,38.1670000,-999.00, "MOSCOW/MONINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-277821,54.7000000,47.5330000,188.00, "STARYYE ALGASHI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-280071,59.3500000,50.8170000,215.00, "NAGORSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-280360,59.5000000,59.2000000,411.00, "KYTLYM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-280660,59.6670000,67.4170000,41.00, "KONDINSKOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-281141,58.9000000,53.2670000,200.00, "AFANASJEVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-281310,59.0330000,57.5670000,316.00, "KIZEL" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-281340,58.8670000,57.7830000,304.00, "GUBAKHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-281580,58.5170000,64.5500000,73.00, "TABORY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-282330,58.3000000,59.7500000,268.00, "KUSVA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-282571,57.8170000,63.0500000,79.00, "VOLKOVO-IN-SVERDLOV" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-282780,57.9170000,69.0330000,100.00, "VAGAY RIVER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-283240,57.2830000,55.4330000,98.00, "OSA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-283330,57.6500000,59.5000000,314.00, "VISIM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-283450,57.4500000,61.1500000,207.00, "LIPOVSKOYE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-283510,57.6830000,63.0500000,76.00, "IRBIT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-283621,57.6670000,66.2000000,61.00, "NIZNJAJA TAVDA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-284041,56.5330000,50.6330000,108.00, "SAVALI-IN-KIROV" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-284210,56.9170000,55.6000000,133.00, "BARDA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-284430,56.7830000,62.0670000,159.00, "BOGDANOVICH" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-284570,56.3000000,62.6000000,152.00, "KATAJSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285091,55.7000000,52.3170000,61.00, "NABEREZNYJE CELNY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285260,55.8170000,57.0830000,200.00, "KARAIDELSKI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285350,55.9500000,58.6670000,231.00, "KARLJHANOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285610,56.1670000,65.4500000,61.00, "TEBENJAKSKOE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285660,55.8170000,66.7830000,115.00, "MOKROUSOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-285810,56.1500000,70.6500000,122.00, "KAMJSENKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-286370,55.0000000,57.9830000,415.00, "KROPACEVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-286740,55.1000000,67.9670000,136.00, "PETUHOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-287130,54.5670000,54.5170000,171.00, "BUZDYAK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-287260,54.4000000,56.8000000,168.00, "ARHANGELSKOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-287470,54.0170000,60.1170000,314.00, "PETROPAVLOVSKIJ ZER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-287540,54.4000000,62.7330000,168.00, "OKTJABRSKI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-287980,54.2000000,73.5500000,125.00, "PAVLOGRADKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-288021,53.9000000,51.1500000,94.00, "SERNOVODSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-288230,53.8330000,57.5170000,548.00, "TUKAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-288770,53.3170000,68.1000000,319.00, "VOLODARSKOE" ,"  ",KZ," ","WMO Resolution 40","     ",
221,AFWA-288860,53.6330000,72.3670000,138.00, "KZIL-TUS SOVKHOZ" ,"  ",KZ," ","WMO Resolution 40","     ",
221,AFWA-288950,53.7830000,73.8830000,125.00, "RUSSKAJA POLIANA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-289270,52.7170000,55.8000000,247.00, "JERMOLAJEVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-289380,52.7330000,58.9000000,316.00, "KIZILSKOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-289390,52.5000000,59.7000000,381.00, "KALININSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-289570,52.6830000,62.6000000,208.00, "TOBOL" ,"  ",KZ," ","WMO Resolution 40","     ",
221,AFWA-289670,52.6670000,65.5000000,209.00, "KARASUL" ,"  ",KZ," ","WMO Resolution 40","     ",
221,AFWA-290370,59.3830000,82.8330000,68.00, "BEREZOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-291030,59.0670000,76.7330000,69.00, "KATYLGA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-292410,58.3830000,84.6000000,81.00, "PALOCKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-292890,57.8500000,97.4000000,378.00, "GONDA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-293541,57.3330000,88.3330000,135.00, "TEGULDET" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-293550,57.4500000,88.4670000,140.00, "TUTALO-CULYM RIVER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-294010,56.9500000,75.3000000,90.00, "SEDELNIKOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-295480,55.7170000,86.3000000,208.00, "BARZAS" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-295751,55.8830000,93.3830000,361.00, "SOROKINO-IN-KRASNOY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-295981,55.5670000,98.6670000,295.00, "ALZAMAJ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-297020,54.7170000,76.7170000,111.00, "CISTOOZERNOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-297220,54.6670000,81.0500000,175.00, "UZANIHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-297940,54.3830000,97.7830000,802.00, "BIRJUSA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-298370,53.4000000,82.6000000,170.00, "SELABOLIHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-298540,53.6830000,88.0500000,242.00, "MEZDURECENSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-298550,53.6330000,88.5670000,304.00, "TEBA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-298580,53.2830000,89.1670000,527.00, "NEOZIDANNIJ PRIISK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-298700,53.8830000,92.6670000,284.00, "KURAGINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-299460,52.8670000,87.2830000,354.00, "KONDOMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-299730,53.1330000,94.4670000,765.00, "VERHNI AMIL" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-299990,52.5000000,99.8170000,1570.00, "ORLIK (MTN STN)" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-300370,59.2500000,108.2330000,323.00, "NEPA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-301170,58.2000000,102.7500000,401.00, "UST-ILIMSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-301361,58.5500000,109.7670000,234.00, "ICHERA-IN-IRKUT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-301510,58.8500000,112.9000000,203.00, "VORONCOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-302171,57.1830000,103.2500000,254.00, "NIZHNE-ILIMSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-302190,57.1000000,105.0000000,354.00, "MAKSIMOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-302550,57.8000000,114.0830000,532.00, "MAMAKAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-303121,56.7830000,103.8830000,275.00, "ILIMSK-IN-IRKUT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-303170,56.2000000,102.8330000,427.00, "ZAJARSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-303560,56.3670000,114.6330000,516.00, "ULON-MAKIT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-303640,56.5000000,115.6670000,474.00, "MUJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-303790,56.0000000,119.4500000,996.00, "KATUGINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304130,55.8330000,104.2330000,331.00, "JASACNAJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304370,55.1500000,107.6170000,497.00, "KARAM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304610,55.8000000,115.4330000,830.00, "TILISMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304840,55.4330000,120.6670000,531.00, "SREDNJAJA OLEKMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304970,55.3000000,123.1670000,522.00, "UST-URKIMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-304981,55.2170000,123.3830000,557.00, "SREDNYAYA NYUKZHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305131,54.7170000,104.8670000,444.00, "ZNAMENKA-IN-IRKUT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305360,54.3500000,109.5170000,469.00, "DAVSA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305440,54.4170000,110.4000000,573.00, "SAKHULI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305470,54.3170000,110.3170000,509.00, "KURUMKAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305650,54.4500000,116.5170000,686.00, "UST-KARENGA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305670,54.0500000,115.0170000,738.00, "BUGARIHTA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-305791,54.1330000,119.3830000,734.00, "NIKOLAYEVSKIY" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306050,53.3330000,101.1830000,600.00, "SARAM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306320,53.8500000,108.6000000,460.00, "BOLSOJ USKAN ISLAND" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306510,53.9170000,113.4170000,935.00, "BOLSOJ AMALAT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306550,53.5830000,113.7670000,810.00, "INGUR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306670,53.1670000,115.8330000,596.00, "KIKER" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-306931,53.7000000,124.8330000,461.00, "TALDAN-IN-AMUR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-307141,52.5500000,103.0500000,759.00, "KHEYTA-IN-IRKUT" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-307270,52.0330000,105.4000000,461.00, "BOLSOJE-GOLOUSTNOJ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-307510,52.7330000,113.2670000,929.00, "TELEMBA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-307570,52.1170000,112.6670000,968.00, "BEKLEMISEVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308060,51.6830000,102.1670000,758.00, "KYREN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308120,51.6500000,103.6670000,471.00, "SLJUDJANKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308180,51.1670000,103.6670000,481.00, "UNKNOWN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308450,51.5500000,111.1670000,858.00, "HARAGUN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308490,51.0500000,111.7670000,817.00, "NIKOLAJEVSKOE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308560,51.4830000,114.5330000,877.00, "SEDLOVAJA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308580,51.2000000,113.7170000,805.00, "KUROT-DARASUA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308631,51.7170000,116.9330000,630.00, "UNDA-IN-CHITA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308660,51.5830000,116.6330000,649.00, "BALEJ" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-308750,51.5830000,118.4670000,698.00, "TAJNA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-309110,50.7330000,102.8330000,1170.00, "SANAGA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-309240,50.6330000,105.3170000,684.00, "PETROPAVLOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-309470,50.0670000,110.1500000,1154.00, "SUMILOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-309680,50.1000000,116.6670000,705.00, "HARANOR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-310970,59.1830000,146.3330000,17.00, "USKI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-311580,56.6500000,136.3500000,496.00, "BATOMGA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-311990,55.0330000,126.8000000,448.00, "UNAHA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313110,53.9670000,129.0670000,405.00, "OGORON" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313310,53.7170000,133.1500000,280.00, "BOLODEK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313380,53.1330000,133.9670000,682.00, "SELEMDZA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313770,52.2670000,127.2170000,326.00, "MUHINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313840,52.5670000,129.0670000,246.00, "GAR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-313940,52.5830000,131.1330000,300.00, "SELEMDZINSKOE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-314360,52.5170000,141.2000000,14.00, "UARKI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-314370,52.1670000,139.0670000,220.00, "SOMNITELNIJ-PRIISK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-314410,51.9000000,126.5830000,159.00, "USAKOVO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-314590,51.3500000,130.4330000,261.00, "VERHNJAJA TOM" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-314970,51.1330000,137.4170000,35.00, "BAKTOR" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315020,51.7170000,140.3170000,20.00, "MARIINSKOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315040,51.3500000,139.1000000,63.00, "SUHANOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315110,50.7830000,127.3000000,145.00, "SERGEJEVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315480,50.0170000,133.5830000,533.00, "VERHOVJE URMI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315500,50.2670000,136.9170000,24.00, "AMURSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315620,50.9330000,138.2000000,60.00, "NIZNETAMBOVSKOE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315660,50.3330000,138.4670000,193.00, "SEGZEMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-315730,50.7330000,140.4330000,5.00, "SIZEMAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-316360,49.5500000,134.7330000,222.00, "NERAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-316610,49.8670000,136.7670000,64.00, "VERHNI NERGEN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-317660,48.6500000,138.9830000,382.00, "IOLI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-317900,47.9830000,135.0830000,85.00, "VERINO" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-318230,47.9670000,139.5330000,3.00, "GROSSEVICHI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-318510,46.6830000,136.2670000,244.00, "GAMCANZA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-318690,46.0330000,137.8830000,10.00, "KHUCIN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319061,45.4830000,137.1330000,7.00, "VELIKAJA KEMA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319381,44.2000000,133.3330000,171.00, "ARSENJEV" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319420,44.7500000,134.4670000,170.00, "ZURAVLEVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319430,44.7000000,134.7000000,299.00, "ZAVETNOJE" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319711,43.8000000,132.0000000,23.00, "USSURIJSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319751,43.5670000,132.5000000,88.00, "NOVO-KHATUNICHI" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319850,43.4830000,133.3670000,267.00, "MOLCHANOVKA" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-319971,43.1170000,134.3170000,30.00, "VALENTIN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-320040,53.2500000,141.9170000,4.00, "RYBNOVSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-320130,53.5670000,142.7500000,4.00, "KAJGAN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-320211,52.7330000,141.8330000,2.00, "TENGI-ON-SAKHALIN" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-321051,48.4330000,142.1670000,2.00, "KRASNOGORSK" ,"  ",RS," ","WMO Resolution 40","     ",
221,AFWA-321160,48.6500000,142.8500000,38.00, "MAKAROV" ,"  ",RS," ","WMO Resolution 40","     ",
